ID,Year_Birth,Education,Marital_Status,Income,Customer_For,Last_Purchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Childrens,Spent,Family_Size,Age,Frequency,Monetary,TotalKids,Campaign_Accept_Rate,Cluster
7106,1943,Postgrad,Couple,75865,31/03/2014,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,0,1242,2,82,19,1242,0,0.0,2
6504,1975,Undergrad,Couple,19789,20/11/2013,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,1,78,3,50,9,78,1,0.2,5
5067,1994,Graduate,Couple,80134,14/02/2014,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,0,1378,2,31,21,1378,0,0.8,0
4216,1981,Graduate,Single,91065,22/02/2013,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,0,1474,1,44,26,1474,0,0.4,0
8581,1971,Postgrad,Couple,49505,05/03/2013,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,2,751,4,54,29,751,2,0.0,3
5929,1973,Postgrad,Couple,37401,06/05/2014,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,48,3,52,7,48,1,0.0,5
6528,1982,Postgrad,Couple,18492,05/06/2014,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,10,3,43,4,10,1,0.0,5
1361,1974,Postgrad,Couple,82584,04/06/2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,0,1435,2,51,16,1435,0,0.4,0
6932,1941,Postgrad,Couple,93027,13/04/2013,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,0,2119,2,84,22,2119,0,0.2,2
7284,1953,Graduate,Couple,48686,04/12/2013,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,3,20,5,72,4,20,3,0.0,4
1340,1986,Graduate,Couple,92910,24/04/2014,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,0,1795,2,39,27,1795,0,0.6,0
8746,1989,Graduate,Couple,75433,05/04/2014,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,1,1188,3,36,19,1188,1,0.4,0
5987,1989,Undergrad,Couple,10404,04/05/2014,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1,43,3,36,7,43,1,0.0,5
3767,1968,Graduate,Couple,61314,25/04/2013,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,1,1008,3,57,24,1008,1,0.0,3
3725,1961,Postgrad,Single,84865,09/05/2013,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,0,1688,1,64,16,1688,0,0.8,0
4324,1989,Graduate,Couple,42387,29/10/2012,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,1,684,3,36,21,684,1,0.0,5
238,1967,Undergrad,Couple,67309,23/01/2013,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,2,1082,4,58,39,1082,2,0.0,3
6694,1964,Graduate,Couple,75236,25/11/2013,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,1,1068,3,61,25,1068,1,0.0,3
498,1970,Graduate,Single,30015,02/02/2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1,57,2,55,7,57,1,0.0,5
9347,1956,Postgrad,Couple,50943,21/06/2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,46,3,69,5,46,1,0.0,1
9699,1966,Graduate,Single,67272,21/12/2013,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,1,733,2,59,23,733,1,0.0,3
10664,1949,Postgrad,Single,51529,07/09/2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,1,467,2,76,17,467,1,0.0,1
5455,1971,Postgrad,Couple,32011,22/08/2013,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,1,122,3,54,10,122,1,0.0,5
456,1986,Undergrad,Couple,7500,07/02/2013,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,36,3,39,7,36,1,0.0,5
5012,1989,Graduate,Couple,28691,04/07/2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,34,3,36,5,34,1,0.0,5
7495,1948,Postgrad,Couple,56223,20/12/2013,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,1,156,3,77,10,156,1,0.0,1
5029,1946,Graduate,Couple,18100,06/08/2013,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,0,14,2,79,4,14,0,0.0,1
2106,1974,Undergrad,Couple,20130,17/03/2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,34,2,51,5,34,0,0.0,5
10364,1959,Graduate,Single,23295,13/07/2013,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,20,1,66,4,20,0,0.0,5
5954,1972,Postgrad,Single,42618,09/10/2013,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,1,192,2,53,11,192,1,0.0,5
1137,1964,Graduate,Single,81246,29/12/2013,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,0,1379,1,61,17,1379,0,0.4,0
2541,1976,Graduate,Couple,24027,09/06/2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,48,3,49,7,48,1,0.0,5
1142,1953,Postgrad,Couple,55707,22/12/2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,1,428,3,72,16,428,1,0.0,1
2276,1955,Graduate,Single,57959,02/05/2013,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,1,868,2,70,27,868,1,0.0,3
2807,1969,Graduate,Couple,56796,16/02/2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,1,1001,3,56,27,1001,1,0.0,3
6471,1971,Postgrad,Single,36230,17/10/2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,59,2,54,7,59,1,0.0,5
6131,1980,Undergrad,Couple,70829,01/12/2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,2,431,4,45,16,431,2,0.0,3
6233,1976,Graduate,Couple,65991,07/09/2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,1,971,3,49,27,971,1,0.0,3
4148,1972,Graduate,Couple,38988,20/08/2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,3,348,5,53,19,348,3,0.0,4
4947,1966,Undergrad,Single,89572,15/09/2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,0,2059,1,59,24,2059,0,0.4,0
3225,1984,Postgrad,Couple,42207,01/04/2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,1,265,3,41,14,265,1,0.2,5
7540,1952,Graduate,Couple,50300,25/05/2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,1,270,3,73,13,270,1,0.0,1
10648,1982,Undergrad,Couple,66664,25/09/2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,0,1289,2,43,19,1289,0,0.0,2
1992,1964,Graduate,Couple,60597,01/01/2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,1,893,3,61,16,893,1,0.2,3
7851,1949,Graduate,Single,70165,22/09/2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0,926,1,76,22,926,0,0.0,2
8594,1958,Postgrad,Single,50520,28/01/2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,1,135,2,67,9,135,1,0.0,1
2815,1975,Graduate,Couple,33183,24/02/2014,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,1,120,3,50,9,120,1,0.0,5
2416,1969,Postgrad,Single,66582,03/03/2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,0,1288,1,56,20,1288,0,0.0,2
7999,1955,Postgrad,Couple,75261,23/04/2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,0,1743,2,70,17,1743,0,0.4,0
9213,1970,Graduate,Single,31880,31/10/2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,15,2,55,4,15,1,0.0,5
9697,1951,Graduate,Couple,53790,06/03/2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,2,542,4,74,20,542,2,0.0,3
3916,1971,Postgrad,Couple,49269,15/08/2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,1,890,3,54,25,890,1,0.0,3
2021,1975,Graduate,Couple,61456,27/03/2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,1,1388,3,50,33,1388,1,0.0,3
1581,1980,Graduate,Couple,37406,10/10/2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,1,17,3,45,4,17,1,0.0,5
564,1981,Postgrad,Couple,56937,04/08/2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,1,906,3,44,30,906,1,0.2,3
6619,1978,Graduate,Couple,38415,02/01/2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,44,4,47,6,44,2,0.0,4
9081,1988,Graduate,Single,20518,18/05/2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,1,25,2,37,5,25,1,0.0,5
178,1956,Graduate,Couple,62503,18/02/2013,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,1,973,3,69,26,973,1,0.0,3
916,1972,Postgrad,Single,41644,09/05/2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,2,31,3,53,6,31,2,0.0,4
5512,1977,Postgrad,Couple,55842,23/05/2014,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,1,518,3,48,17,518,1,0.0,3
8970,1972,Postgrad,Couple,62010,23/10/2012,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,1,530,3,53,19,530,1,0.0,3
10581,1977,Graduate,Couple,41124,31/10/2012,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,1,506,3,48,21,506,1,0.0,3
5300,1973,Postgrad,Couple,38961,30/12/2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,1,70,3,52,6,70,1,0.0,5
5154,1972,Postgrad,Single,37760,11/08/2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1,54,2,53,6,54,1,0.0,5
8346,1974,Graduate,Single,32233,19/08/2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,1,296,2,51,12,296,1,0.2,5
1676,1975,Graduate,Couple,43057,30/10/2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,1,266,3,50,15,266,1,0.0,5
9286,1960,Postgrad,Couple,83151,10/10/2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,0,747,2,65,19,747,0,0.0,2
2426,1964,Postgrad,Single,78825,14/09/2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,0,895,1,61,29,895,0,0.0,2
5562,1974,Graduate,Couple,60093,26/06/2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,1,735,3,51,21,735,1,0.0,3
3436,1969,Graduate,Couple,14045,26/01/2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,20,3,56,5,20,1,0.0,5
3921,1952,Undergrad,Single,28457,28/10/2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,0,205,1,73,10,205,0,0.0,1
3403,1958,Postgrad,Couple,78952,24/09/2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,1,2092,3,67,21,2092,1,0.0,3
22,1976,Graduate,Single,46310,03/12/2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,1,309,2,49,14,309,1,0.0,5
10965,1955,Graduate,Couple,76005,22/02/2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,0,1722,2,70,22,1722,0,0.2,2
9426,1964,Postgrad,Single,58308,12/01/2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,1,900,2,61,15,900,1,0.0,3
6605,1944,Postgrad,Single,55614,27/11/2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,0,682,1,81,20,682,0,0.2,1
3136,1962,Postgrad,Single,59432,13/04/2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,1,663,2,63,22,663,1,0.0,3
8737,1978,Graduate,Single,55563,05/04/2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,1,43,2,47,6,43,1,0.0,5
11088,1971,Postgrad,Couple,78642,21/04/2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,1,1816,3,54,18,1816,1,0.0,3
716,1949,Postgrad,Couple,67911,22/05/2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,1,976,3,76,27,976,1,0.0,3
466,1944,Graduate,Couple,65275,03/04/2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,0,746,2,81,21,746,0,0.0,2
9135,1950,Graduate,Couple,27203,06/08/2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2,64,4,75,6,64,2,0.0,4
10623,1961,Postgrad,Couple,48330,15/11/2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,32,3,64,5,32,1,0.0,1
8151,1990,Undergrad,Couple,24279,29/12/2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,0,263,2,35,9,263,0,0.0,5
5140,1985,Postgrad,Couple,64355,24/08/2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,1,1445,3,40,21,1445,1,0.0,3
4945,1953,Graduate,Single,53653,07/11/2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,0,1210,1,72,28,1210,0,0.0,3
10584,1976,Graduate,Couple,65665,02/12/2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,1,945,3,49,24,945,1,0.0,3
6071,1989,Graduate,Single,81217,19/07/2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0,1157,1,36,22,1157,0,0.0,2
3386,1992,Graduate,Couple,34935,21/06/2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,0,137,2,33,8,137,0,0.0,5
8939,1959,Graduate,Single,61250,16/12/2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,1,730,2,66,25,730,1,0.0,3
9925,1981,Postgrad,Couple,39665,25/05/2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,1,216,3,44,12,216,1,0.2,5
4320,1979,Graduate,Single,60152,28/03/2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,1,943,2,46,23,943,1,0.0,3
5389,1964,Graduate,Couple,48920,20/10/2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,2,347,4,61,16,347,2,0.2,4
6036,1959,Postgrad,Couple,89120,17/03/2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,0,1924,2,66,19,1924,0,0.2,2
182,1946,Postgrad,Couple,44124,11/05/2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,1,397,3,79,17,397,1,0.0,1
203,1975,Postgrad,Single,81169,14/04/2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,0,2089,1,50,22,2089,0,0.0,2
11025,1961,Graduate,Couple,36443,03/02/2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,2,138,4,64,11,138,2,0.0,4
10203,1990,Graduate,Single,26095,30/06/2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,42,2,35,5,42,1,0.0,5
4607,1959,Graduate,Couple,71367,23/08/2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,0,777,2,66,17,777,0,0.0,2
3711,1944,Postgrad,Couple,80184,01/03/2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,0,1902,2,81,20,1902,0,0.4,0
3696,1965,Graduate,Single,30630,27/01/2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,52,3,60,7,52,2,0.0,4
2532,1987,Postgrad,Single,73454,01/03/2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,0,1651,1,38,13,1651,0,0.2,2
9214,1991,Graduate,Couple,42691,16/08/2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,0,358,2,34,13,358,0,0.0,5
4943,1953,Graduate,Couple,70503,30/09/2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,0,1727,2,72,16,1727,0,0.4,0
35,1987,Graduate,Couple,25545,08/09/2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,1,210,3,38,10,210,1,0.0,5
2258,1986,Graduate,Couple,32880,04/12/2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,42,3,39,5,42,1,0.0,5
4322,1958,Postgrad,Couple,77863,27/11/2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,0,1291,2,67,20,1291,0,0.0,2
713,1977,Postgrad,Couple,50353,08/06/2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,0,442,2,48,15,442,0,0.0,2
4702,1964,Graduate,Single,61839,12/08/2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,0,1895,1,61,17,1895,0,0.0,3
3281,1960,Postgrad,Couple,49154,03/11/2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,2,411,4,65,19,411,2,0.0,4
702,1975,Undergrad,Single,47682,15/02/2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,1,521,2,50,19,521,1,0.0,3
2004,1969,Graduate,Single,72679,18/09/2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,1,1168,2,56,17,1168,1,0.0,2
4769,1977,Postgrad,Couple,57954,18/06/2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,2,493,4,48,23,493,2,0.2,3
4437,1962,Graduate,Couple,65316,24/04/2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,2,260,4,63,12,260,2,0.0,4
8724,1982,Graduate,Single,28567,17/06/2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,46,2,43,7,46,1,0.0,5
10741,1951,Postgrad,Couple,47352,11/04/2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,1,319,3,74,16,319,1,0.0,1
1991,1967,Graduate,Couple,44931,18/01/2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,1,96,3,58,7,96,1,0.0,1
6931,1967,Graduate,Single,76982,15/02/2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,0,1062,1,58,16,1062,0,0.2,2
11096,1952,Undergrad,Couple,57247,08/08/2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,1,232,3,73,12,232,1,0.0,1
304,1981,Postgrad,Single,22944,23/12/2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,1,76,2,44,9,76,1,0.0,5
3665,1977,Undergrad,Couple,25315,07/11/2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1,54,3,48,9,54,1,0.0,5
10591,1969,Graduate,Single,43638,06/08/2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,1,201,2,56,11,201,1,0.0,5
5036,1984,Postgrad,Single,42710,28/11/2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,1,406,2,41,14,406,1,0.0,5
5547,1982,Postgrad,Couple,84169,07/08/2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,0,1919,2,43,20,1919,0,0.4,0
7822,1976,Graduate,Couple,54058,04/06/2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,1,662,3,49,20,662,1,0.0,3
8541,1990,Undergrad,Couple,24683,08/03/2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1,41,3,35,8,41,1,0.0,5
10955,1964,Graduate,Single,85620,07/01/2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,0,1600,1,61,14,1600,0,0.0,2
4368,1980,Graduate,Couple,47850,03/12/2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,1,134,3,45,8,134,1,0.0,5
9671,1968,Graduate,Couple,19514,26/01/2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,2,69,4,57,10,69,2,0.2,4
2256,1973,Postgrad,Couple,27159,29/03/2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2,21,4,52,6,21,2,0.0,4
4279,1963,Undergrad,Single,39548,31/03/2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,2,54,3,62,7,54,2,0.0,4
5371,1989,Graduate,Single,21474,08/04/2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,1,91,2,36,8,91,1,0.2,5
9240,1971,Postgrad,Single,60504,07/02/2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,1,526,2,54,18,526,1,0.0,3
9460,1963,Graduate,Couple,22419,18/04/2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,0,162,2,62,8,162,0,0.0,5
9504,1949,Postgrad,Couple,81698,06/11/2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,0,1008,2,76,25,1008,0,0.0,2
8692,1952,Graduate,Couple,43462,12/09/2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,2,240,4,73,16,240,2,0.0,4
448,1978,Postgrad,Single,54880,01/03/2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,1,795,2,47,21,795,1,0.0,3
8314,1982,Graduate,Couple,79908,05/04/2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,0,1772,2,43,19,1772,0,0.2,2
8420,1970,Undergrad,Couple,15315,03/08/2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0,64,2,55,8,64,0,0.0,5
3174,1959,Graduate,Couple,87771,22/05/2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1,1957,3,66,20,1957,1,0.8,0
7685,1978,Graduate,Couple,33039,09/09/2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,78,3,47,7,78,1,0.0,5
3179,1980,Graduate,Single,81741,16/06/2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,0,1572,1,45,19,1572,0,0.0,2
9780,1971,Postgrad,Couple,71499,25/06/2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,1,795,3,54,26,795,1,0.0,3
10681,1970,Undergrad,Couple,62466,15/01/2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1,889,3,55,26,889,1,0.0,3
10232,1963,Postgrad,Single,48799,05/11/2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,1,331,2,62,15,331,1,0.0,1
4184,1950,Postgrad,Couple,52157,07/06/2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,1,265,3,75,12,265,1,0.0,1
9120,1962,Graduate,Single,66565,05/12/2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,1,1065,2,63,19,1065,1,0.0,3
891,1951,Postgrad,Couple,29298,07/09/2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,2,11,4,74,4,11,2,0.0,4
10381,1979,Graduate,Single,47691,05/07/2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1,21,2,46,4,21,1,0.0,5
3525,1970,Graduate,Couple,38200,07/12/2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,17,4,55,4,17,2,0.0,4
6818,1974,Graduate,Couple,44989,12/09/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,1,369,3,51,16,369,1,0.0,5
3526,1968,Postgrad,Couple,38443,27/01/2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,38,4,57,6,38,2,0.0,4
8181,1978,Undergrad,Single,38593,13/09/2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,1,177,2,47,11,177,1,0.0,5
1029,1970,Postgrad,Couple,64413,01/08/2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,1,279,3,55,12,279,1,0.0,1
7369,1981,Postgrad,Couple,36959,02/10/2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,62,3,44,7,62,1,0.0,5
2574,1977,Postgrad,Couple,61996,31/01/2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,1,1230,3,48,21,1230,1,0.6,0
