ID,Age,Income,Total_Spent,Total_Purchases,Family_Size,Childrens,Cluster
6543,71,62847,1612,14,2,0,0
10446,59,82017,729,17,2,0,3
3479,66,16813,50,6,1,0,2
11075,38,51267,270,15,4,2,2
4442,55,46524,177,9,2,1,1
199,54,45183,315,13,1,0,2
6722,62,70421,767,23,3,1,3
796,51,60161,1071,26,2,1,0
3749,43,73926,1580,24,2,0,3
8523,48,19329,60,10,3,1,2
310,46,61872,573,21,3,1,3
8629,60,46984,41,5,3,2,1
236,65,34838,170,10,4,2,1
9930,72,82716,1167,28,1,0,0
3483,58,48192,1526,25,2,0,3
4599,40,49681,458,21,4,2,3
7326,45,56850,63,6,3,1,1
7352,59,55267,405,17,3,1,2
2350,44,59666,1027,20,4,2,3
9145,44,72504,1478,22,2,1,0
2964,35,26872,72,5,2,0,2
5585,44,21359,48,7,2,1,2
9687,41,73170,726,16,1,0,0
3732,61,52750,860,27,3,1,3
6303,30,91820,1497,22,2,0,3
11176,46,65968,495,18,3,1,0
2986,40,30772,20,4,4,2,1
7462,62,22507,570,19,1,0,3
3900,44,65685,769,21,3,1,3
7034,38,25804,55,7,3,1,2
9493,36,76412,1808,18,1,0,0
1143,44,22063,55,7,3,1,2
1,55,57091,577,18,1,0,0
5989,57,78353,1576,24,2,1,3
9499,62,93404,1616,17,5,3,3
6768,54,37859,36,6,4,3,1
2150,58,80995,1482,22,2,1,3
6646,32,16529,22,5,3,1,2
4887,40,55412,63,6,3,2,1
8560,24,48789,680,18,1,0,3
3321,49,56575,542,20,4,2,0
11003,36,25130,50,7,3,1,2
10402,49,35441,39,6,4,2,1
9904,60,71391,1043,28,3,1,3
6141,44,49494,385,14,2,1,2
5687,36,81702,1633,27,1,0,3
10856,36,45889,46,5,2,1,2
5121,39,56628,761,20,2,1,0
4186,66,34026,76,9,4,2,2
368,42,40049,290,14,3,1,1
3312,28,34176,89,11,2,1,2
11121,35,19419,70,11,3,1,1
5332,56,82504,1066,17,2,0,0
5848,46,81205,2009,19,2,0,0
10343,25,61618,1345,19,1,0,0
5935,60,55284,764,23,2,1,3
2895,53,49980,195,11,2,1,1
10262,36,15072,53,11,4,2,1
7848,42,49166,368,13,2,1,2
4856,59,82347,1853,25,2,0,0
7186,50,30843,35,6,4,2,2
5794,42,46374,446,18,3,1,0
1456,37,60474,1180,31,2,1,0
4877,43,38576,41,5,3,1,2
425,31,55357,727,22,4,2,3
3007,50,37758,40,6,4,2,2
1031,27,85710,1062,26,2,0,0
4297,47,23228,40,7,3,1,1
807,47,44602,292,17,4,2,2
9553,29,7500,15,4,2,0,1
4271,27,38683,341,17,3,1,1
4120,41,49514,369,13,2,1,1
2036,43,57906,401,17,3,1,2
115,50,43456,393,17,2,1,2
4259,30,19485,10,4,3,2,1
8687,38,53172,486,16,3,1,1
2447,37,30545,69,7,3,1,1
10140,33,70123,1727,17,2,0,0
9353,57,62450,995,16,2,1,3
3623,40,21675,45,10,3,1,1
738,35,42395,182,12,3,2,2
7631,38,61346,989,23,3,1,0
4789,63,80812,1677,18,2,0,3
773,45,42835,595,23,3,2,3
10602,33,39922,156,9,3,1,2
1446,60,86424,1226,28,1,0,0
3270,38,17117,128,11,3,1,1
8443,44,24762,86,9,2,1,2
9653,41,35797,68,7,3,1,2
8916,41,36627,16,4,3,2,1
8017,35,51111,55,7,4,2,1
4597,46,82072,2018,19,2,0,3
7023,63,46231,263,15,4,3,1
8086,57,42243,55,7,4,2,2
8825,54,51195,564,24,4,2,0
2930,38,68092,1281,20,1,0,0
1928,43,31814,83,7,3,1,1
7108,51,51390,353,18,3,2,1
10925,33,76630,1003,25,2,0,3
9960,25,26868,14,4,2,1,1
9224,44,55260,1139,25,2,1,3
5519,60,64090,797,20,3,1,0
5046,58,78331,1638,25,2,1,3
7037,42,37087,401,17,3,1,1
905,30,21846,84,11,2,1,2
8624,58,81320,928,18,2,0,3
8945,46,54137,203,11,2,1,2
6445,49,66825,858,16,2,0,3
2727,43,57100,409,13,2,0,2
6404,47,58917,282,16,5,3,2
11074,39,85072,1423,18,1,0,3
10150,55,86429,1449,18,1,0,0
1968,45,45684,28,4,2,1,2
6534,42,47889,67,6,3,1,1
9485,30,45921,199,10,2,0,2
7053,50,78420,1453,22,1,0,3
4654,24,75114,1253,19,2,0,0
9760,53,52278,1198,31,2,1,0
1048,44,35641,178,10,3,1,2
10619,22,95529,1990,18,1,0,0
9308,62,62820,976,14,2,0,3
10505,56,73113,1001,15,2,0,3
2625,62,42607,350,14,2,1,2
4637,62,74637,1650,25,1,0,3
9972,61,46015,46,5,4,2,2
4483,23,72354,1228,19,1,0,3
4487,47,39858,95,7,2,1,1
4988,68,34469,62,9,4,2,1
8931,30,83033,1761,26,3,1,3
5871,37,24401,467,16,2,0,1
2008,38,77583,1149,19,2,0,3
3139,34,74116,2052,19,1,0,3
10673,40,68397,1416,21,3,1,0
5303,42,79632,1113,20,2,0,0
538,27,46107,125,7,2,1,1
7922,65,64950,966,25,2,1,0
5692,27,25443,32,5,3,1,1
6383,45,32892,46,8,3,1,1
1628,45,71796,960,17,2,0,3
1204,46,67536,1829,30,3,1,0
3673,45,55239,779,26,2,1,3
760,41,60554,811,23,2,1,0
8957,64,64831,1120,22,3,2,3
4128,54,56067,725,20,3,1,3
6810,33,82025,1187,12,1,0,3
5386,63,94384,2302,18,2,0,3
8700,30,14906,66,9,1,0,1
3202,29,51563,1250,19,2,0,3
1328,34,57937,683,20,3,1,3
8405,37,68274,305,13,3,2,1
6515,39,39771,50,6,3,1,1
2882,41,67893,995,16,2,1,0
7574,37,27922,41,6,3,1,1
6387,40,52190,77,9,4,2,2
5320,43,44051,171,12,3,2,2
5048,45,42767,131,7,3,2,1
8146,40,46106,54,5,4,2,1
10031,40,16927,53,12,4,2,1
5748,51,59754,475,16,3,1,1
2134,64,53700,694,22,2,1,3
1523,43,59041,96,8,4,2,2
9665,59,54237,361,16,2,1,2
4640,49,70647,1079,26,2,1,3
3635,54,52597,578,20,2,1,3
3547,47,41021,64,7,3,1,2
2456,41,40233,149,13,3,1,1
5633,36,50183,231,17,4,2,2
7801,57,54753,728,21,3,1,3
10489,43,92955,1778,23,2,0,0
7011,43,33471,93,10,3,1,2
2620,42,34596,23,4,3,1,2
3933,36,44010,662,24,3,1,0
10981,28,84219,1198,18,2,0,0
1734,48,40706,81,11,5,3,2
10995,28,15716,92,10,3,1,2
6357,57,59052,491,18,2,1,0
9209,45,80573,1564,24,2,0,3
10286,54,83715,926,24,2,0,0
2611,57,82576,1910,19,2,0,3
3308,64,35704,94,9,4,2,1
5407,62,53103,1085,28,3,1,3
2166,56,46779,23,4,3,2,1
3955,51,4861,6,0,1,0,2
6634,37,33462,54,6,2,1,1
5718,66,80763,1415,23,2,0,0
6872,42,65352,405,16,3,1,2
8164,38,82170,1908,19,2,0,0
4580,47,75759,2486,26,2,0,0
9305,40,79689,1315,27,1,0,3
453,60,35340,45,7,3,2,2
8545,62,85683,1789,17,1,0,0
9850,44,24884,19,4,3,1,2
7378,35,42021,573,22,3,1,0
7646,27,64449,805,24,2,1,3
1640,62,64587,108,8,3,2,2
8492,38,75437,1493,23,2,0,0
1212,43,52845,936,25,3,1,0
9097,60,46086,343,16,2,1,2
10473,60,78028,528,20,2,1,0
7962,29,95169,1901,12,1,0,0
9984,35,56337,724,22,4,2,0
5527,29,22434,58,7,3,1,2
6374,62,36930,297,16,3,1,1
7453,62,36130,488,21,2,1,0
8952,63,65569,859,23,3,1,3
6119,53,36736,17,4,3,2,1
5236,37,77568,2194,21,3,1,0
5723,40,49187,116,8,3,1,1
1710,38,30168,279,18,2,1,1
1970,48,34053,103,7,3,1,2
5313,45,38196,44,9,4,2,2
10634,65,59412,406,15,2,0,1
7010,51,70924,1363,20,2,0,0
8562,47,54165,236,11,2,0,1
3158,43,32300,39,5,3,1,2
4436,40,20180,137,8,1,0,2
5287,43,34961,79,10,3,1,1
2445,42,28440,63,6,3,1,1
6059,63,64504,1314,25,5,3,3
4550,50,33564,71,6,3,1,1
4240,38,17345,58,7,3,1,1
8911,49,56320,702,21,3,1,0
3706,38,28647,94,7,2,1,1
3628,29,15038,80,7,2,1,1
10175,58,32173,22,5,2,1,2
8985,52,68316,1211,32,3,1,3
5204,45,74538,1461,22,2,0,0
9220,45,91700,1968,20,1,0,3
9888,47,68695,1091,16,2,0,0
5263,39,31056,55,5,3,1,1
9503,36,28071,313,13,1,0,1
10613,58,37334,62,11,4,2,2
67,44,46423,92,9,3,2,2
6019,45,37126,72,6,3,1,2
5863,63,47703,655,21,3,1,3
3717,57,61180,704,18,3,1,3
6730,62,38998,54,8,4,2,1
10749,25,8028,178,16,1,0,1
4998,54,76081,1033,14,2,0,3
6287,30,34728,36,5,3,1,2
5985,51,33168,122,10,2,1,2
4754,50,33585,122,7,3,1,1
4002,56,77037,1123,27,3,1,0
8870,32,35196,497,18,3,1,3
966,50,44529,691,25,3,1,3
9725,50,28764,12,4,4,2,2
4475,67,69098,2440,25,2,0,3
5740,46,25959,56,7,3,2,2
5731,33,27100,37,5,3,1,1
7290,31,70596,968,21,1,0,3
3846,42,42557,270,15,3,1,1
8104,65,53312,278,12,2,0,2
4507,64,72228,1250,22,1,0,3
11013,29,67605,938,17,2,0,3
4491,67,62845,1178,28,4,2,0
3759,58,65196,1155,26,4,2,0
1162,29,42000,653,20,1,0,0
2055,43,35860,49,6,3,2,2
10766,52,65526,506,17,3,1,0
4415,55,16860,38,8,4,2,2
3005,24,83528,1650,23,1,0,0
2223,51,64176,1826,33,2,1,3
4817,60,22304,18,4,1,0,1
2875,38,67023,906,24,2,0,3
11112,50,70713,1477,25,3,1,0
3807,61,59925,766,23,3,1,3
9197,63,39722,47,7,3,1,1
10832,58,46610,467,14,2,0,2
6421,55,88347,2116,21,2,0,0
4207,35,87171,1298,25,2,0,0
577,40,26907,22,6,4,2,2
10855,48,50014,396,15,2,1,2
3081,38,41014,20,4,3,1,1
3535,51,66294,967,13,1,0,3
247,45,36715,357,19,3,1,0
8707,60,79456,1401,16,2,0,0
9523,34,40479,15,4,3,1,1
6072,46,75345,2087,20,1,0,0
6295,39,54233,981,26,3,1,0
10914,46,24163,17,6,3,2,2
1509,58,84460,523,22,2,0,3
5577,33,43776,23,4,3,1,1
7348,58,71691,1192,17,1,0,0
1127,43,85844,1958,20,2,0,3
1833,42,39190,133,9,2,1,1
6466,51,57236,121,10,4,2,2
9964,37,61825,424,15,2,1,1
4790,58,79803,868,13,2,1,3
10245,30,80910,756,15,1,0,3
1109,34,27590,12,4,3,1,2
6001,37,56775,937,25,3,1,3
5538,41,83829,1862,17,1,0,3
10552,37,54210,367,14,3,1,2
1545,30,38508,443,20,3,1,3
7409,46,53187,267,13,3,1,1
4444,44,30023,61,6,3,1,2
146,56,76045,1323,21,1,0,3
6271,64,50870,63,6,3,1,2
4741,42,65463,562,19,3,1,0
246,51,66480,312,19,4,2,1
375,62,76773,1156,16,1,0,3
1524,33,81698,1104,16,1,0,0
10022,43,54466,16,4,3,2,1
11010,32,16269,44,9,2,1,1
4356,45,71819,1574,14,3,1,3
3885,33,33569,63,5,3,1,2
1175,33,36262,426,12,2,0,2
880,50,22634,96,6,2,0,2
2320,38,47025,635,23,3,1,3
850,48,70566,757,22,2,1,0
4713,37,31605,125,9,3,1,2
675,43,52034,332,16,3,2,1
5025,37,48526,135,8,2,1,2
2308,62,46734,330,14,3,1,2
5995,54,39552,384,20,3,2,3
6749,50,86358,1722,18,3,2,3
1010,39,46931,78,7,5,3,1
8977,31,16581,24,4,1,0,1
4756,64,63998,1168,25,1,0,0
3412,65,67381,957,17,3,1,3
606,49,25930,15,4,3,2,1
5961,38,42693,57,5,3,1,2
2975,40,85606,1956,24,3,1,3
2894,31,72903,2013,21,1,0,3
7613,42,49669,326,14,3,1,1
10542,48,36778,77,9,4,2,1
8015,54,85696,1313,20,1,0,3
11166,55,49678,315,14,3,1,1
523,27,37155,74,7,3,1,1
4066,38,21282,46,7,2,1,1
8414,54,33419,86,8,2,1,1
819,71,63285,1103,25,1,0,3
4961,42,21255,61,11,3,1,1
749,35,42162,145,9,3,1,2
5430,60,54450,684,31,4,2,0
7755,62,57744,411,16,3,1,1
10525,30,26576,27,4,2,1,2
1453,73,57513,1060,27,1,0,3
8310,52,68142,1459,24,3,1,3
10710,37,7500,18,4,3,1,1
5031,42,83145,1833,26,2,0,0
2613,56,54197,237,12,3,1,2
213,53,23091,48,10,3,2,1
967,40,46049,515,26,4,2,0
1077,42,56715,1020,15,2,0,3
7959,55,79410,1370,11,2,0,0
640,65,57304,1026,25,3,1,3
4252,51,44375,301,12,3,1,1
6218,51,59594,499,17,3,1,1
6905,22,80685,1004,21,2,0,3
5922,42,40344,218,12,3,1,2
3598,44,62710,606,22,3,1,3
6116,48,48985,75,6,3,1,2
6263,48,35322,106,9,5,3,2
10486,68,77142,990,17,2,0,3
2410,47,81657,1097,16,1,0,3
193,20,14421,16,4,2,0,1
8278,26,74214,1711,16,2,0,0
10660,59,66726,438,17,4,2,1
8686,37,23724,75,7,3,1,1
1604,56,47353,225,13,3,1,1
5907,64,33444,18,4,4,2,2
10669,35,54386,470,17,3,1,0
2918,35,28510,91,9,3,2,1
5735,25,90638,2525,18,1,0,0
359,66,48070,504,19,3,1,0
8387,59,43140,235,11,3,1,1
1829,55,54959,1232,21,2,1,3
3839,58,15056,88,12,3,2,1
9392,45,26954,17,4,2,1,2
2292,31,22327,24,5,2,1,1
10466,51,44393,60,7,4,2,1
9855,64,62000,1020,26,2,1,0
4088,54,31497,155,10,3,1,2
5231,42,45894,51,5,4,2,2
590,46,78579,1812,16,1,0,0
8732,47,67369,1461,25,2,1,3
2315,56,58401,96,6,2,1,1
3515,64,62307,160,9,2,1,1
2245,47,43641,139,10,4,2,1
6606,47,70091,1161,19,3,1,0
5545,44,78075,988,14,2,0,3
7342,55,59184,1072,27,2,1,0
837,39,54809,174,12,4,2,2
9500,57,58113,758,22,3,1,3
3602,58,51412,195,11,3,1,2
2995,59,66636,1084,17,2,0,3
1118,60,50965,685,22,3,1,3
3068,26,18351,43,6,2,0,2
8955,59,40451,49,5,4,2,1
945,51,36317,133,9,3,1,1
5644,59,42213,363,15,3,1,1
7192,61,65748,545,18,3,1,3
2324,44,77044,1065,31,3,1,0
697,47,74918,2047,21,2,0,3
3439,44,56721,296,15,4,2,1
1506,41,42160,140,11,3,2,2
232,51,61559,530,17,2,1,0
8876,53,33629,152,13,4,2,2
9739,53,34377,114,8,2,1,1
10395,30,8940,101,10,2,1,2
1176,43,26228,25,4,3,1,2
1627,59,77297,789,22,1,0,3
938,35,40211,87,7,4,2,2
2740,58,33438,90,11,3,2,1
257,57,75032,1215,20,3,1,3
4058,61,61284,811,22,1,0,3
7736,30,22518,61,7,3,1,2
8210,41,54730,405,18,3,1,1
833,61,38452,72,9,4,2,1
6230,45,44421,189,14,3,2,1
7325,30,38197,40,5,3,1,1
1307,38,41986,63,10,2,1,2
1502,33,28427,52,7,3,1,1
6211,40,37395,39,5,3,1,2
843,45,64722,805,25,3,1,0
4174,60,55249,130,8,3,1,1
9757,44,84906,1631,24,2,0,3
286,64,44213,152,12,3,2,2
11086,32,25707,21,5,2,1,2
1921,49,59062,71,7,5,3,1
4138,54,76624,899,23,2,1,3
7718,69,66000,711,10,2,0,2
1291,38,27683,351,16,3,1,1
6862,45,1730,8,15,1,0,1
4136,24,7500,119,11,2,1,1
803,48,40521,21,4,4,2,1
4298,43,20427,10,4,3,1,1
10833,41,65106,973,27,3,1,3
9606,51,69969,1536,13,2,0,3
8534,64,67433,992,28,4,2,3
5153,49,77766,1529,34,3,1,3
961,44,74716,860,17,3,1,3
6653,46,55158,418,18,4,2,1
9094,61,62972,587,16,3,1,0
810,41,74190,641,19,3,1,0
5493,40,39356,23,4,4,2,2
2147,47,76653,2279,23,2,0,3
3979,33,90687,1779,17,1,0,3
6049,34,73450,1804,27,2,0,3
8147,56,31454,48,8,4,2,2
1857,64,47139,83,7,3,2,2
5207,53,53378,793,29,4,2,0
11114,46,19656,84,9,3,1,1
5429,68,45579,183,10,3,1,2
9400,58,85485,1383,19,1,0,3
1740,72,55956,999,16,2,0,0
7488,53,64191,825,24,2,1,0
195,44,38808,246,14,2,1,2
635,50,57183,610,25,4,2,3
7527,48,23748,76,9,2,1,1
10319,45,66303,1286,22,3,1,3
2296,41,37368,30,4,3,1,2
10637,52,40800,99,8,5,3,1
2931,38,71847,1192,22,1,0,3
907,41,46149,362,18,3,1,2
3698,33,78687,2130,19,2,0,0
9516,45,49118,1229,28,1,0,3
679,59,37633,38,6,4,2,2
7384,65,39767,485,17,2,0,0
5043,65,26997,434,13,2,0,1
5267,46,33986,44,5,2,1,2
339,44,57091,496,18,3,1,3
2516,47,46831,78,7,4,2,1
9010,44,83151,2346,23,2,0,3
378,45,52531,794,21,2,0,3
4808,60,15759,17,4,2,0,2
7628,43,43050,76,8,3,1,2
7128,39,42997,15,4,3,2,1
2811,53,48918,62,7,3,2,2
3551,62,60033,198,10,3,1,2
1663,38,34043,49,5,3,1,1
5543,50,57811,802,25,3,1,0
1577,70,78569,1736,15,2,0,0
10641,38,7500,57,10,3,2,2
5336,45,157733,59,2,3,1,2
1878,31,23148,37,6,2,0,1
3099,46,44267,310,16,3,2,2
6055,37,71626,1305,19,2,0,3
5841,50,60894,832,26,3,1,3
3972,40,50200,401,19,4,2,3
4394,51,81051,1501,23,2,0,0
5758,34,65169,1189,28,2,0,0
6658,44,59868,1194,32,3,1,0
4603,56,65695,656,21,3,1,3
8427,60,64857,1540,23,1,0,3
10260,51,45143,311,15,3,1,1
7143,61,74805,820,26,3,1,0
8789,27,59060,274,14,3,1,1
6197,54,27238,57,9,3,2,2
4554,51,47009,448,17,3,1,1
4937,43,46094,44,5,4,2,1
8749,32,37235,61,5,3,1,1
1650,56,81843,1643,27,2,0,0
10377,58,46692,397,15,3,1,2
9206,48,77382,1121,26,3,1,0
10971,39,37774,473,16,3,2,2
6398,42,18393,50,8,3,1,2
9212,54,72828,1678,28,3,1,0
7937,34,24711,58,7,2,0,1
839,41,45503,170,9,3,1,1
4246,34,6560,373,2,1,0,2
158,71,71604,1196,17,2,0,0
4832,37,27244,101,8,3,1,1
5621,47,48752,316,17,4,2,2
1945,54,71434,1400,21,3,1,0
5147,68,90842,1424,27,1,0,3
2535,38,88097,844,20,3,1,0
11039,41,51948,311,13,3,1,1
9495,34,71853,1149,17,2,0,0
9635,33,35876,129,8,2,0,2
2173,64,40049,32,5,2,1,2
942,34,39660,299,14,2,1,2
9386,54,50127,320,13,3,1,1
5510,39,43263,441,16,3,1,2
2253,26,18929,85,6,2,0,2
5181,34,24367,24,4,2,1,1
10390,57,26887,30,5,3,1,2
7793,40,62061,800,24,3,1,0
10590,60,76542,1483,23,2,0,3
5080,23,70515,1258,17,1,0,0
8369,29,18227,28,4,3,1,2
5232,51,69139,227,11,3,1,2
2407,34,69109,1555,20,2,0,0
3834,54,69627,861,23,2,1,0
7912,38,38136,103,8,3,1,1
7712,70,62159,634,19,1,0,3
1065,53,80695,1918,19,1,0,3
7275,45,33316,131,10,3,2,2
1343,48,58554,586,22,4,2,3
1384,24,17256,62,7,3,1,2
9967,42,53034,447,22,3,2,0
6181,66,52203,939,27,2,0,0
10507,39,59601,797,15,2,1,0
2674,58,75154,1143,16,2,1,3
2698,40,47025,415,17,2,1,1
3231,43,37971,30,5,3,1,1
10476,58,67267,251,11,3,1,2
5948,41,57338,237,12,2,1,1
9140,56,50523,91,8,4,2,1
4743,47,56242,971,28,3,1,3
8805,56,48904,371,17,2,1,2
1542,41,56243,396,20,4,3,0
6770,31,21355,68,7,3,1,2
8773,45,57420,322,15,3,1,2
10475,46,58673,317,14,3,1,2
10420,61,46390,222,10,2,1,1
7514,60,54342,177,12,4,2,1
2902,58,60185,45,5,4,2,1
4345,52,41713,21,4,3,2,2
793,43,20895,45,6,3,1,2
10909,68,92344,1899,20,2,0,0
3769,44,57739,42,5,3,1,2
4791,36,44964,41,5,4,2,2
8216,44,53761,325,17,4,2,2
8140,43,22682,95,10,3,1,1
10146,44,38887,42,5,3,1,2
5289,41,41658,72,6,3,2,2
2587,44,29791,20,7,3,1,2
4405,60,63915,789,23,4,2,0
8663,42,39996,15,4,3,2,1
2589,44,26759,59,8,2,1,1
10490,47,51039,417,14,4,2,2
4094,55,60544,289,15,4,2,1
2534,63,37716,188,10,3,1,2
4188,59,36864,354,14,2,1,1
6613,46,44511,727,26,3,1,0
10827,49,36947,146,11,4,2,2
8402,63,67087,794,22,3,1,0
8783,66,57045,454,18,3,1,0
10010,63,36957,152,11,3,2,2
618,39,69389,797,22,3,1,0
361,47,43142,20,4,4,2,1
4310,72,80589,1428,21,2,0,0
2678,26,34412,209,11,2,1,1
6376,37,57537,545,19,2,1,3
10341,68,51315,222,10,2,0,2
5654,44,36026,61,7,5,3,2
4098,43,24639,44,9,4,2,2
5824,44,34578,8,4,5,3,2
7000,44,65704,817,23,1,0,0
5229,47,54132,42,5,3,1,1
2428,46,28164,78,9,3,1,2
2836,44,43269,19,4,3,1,1
8418,58,38741,61,7,3,2,1
1362,44,31907,449,14,1,0,1
10033,43,31163,38,5,2,1,1
9349,31,92533,1131,23,2,0,3
274,43,34853,34,7,3,2,1
3388,49,70844,294,17,3,2,2
922,37,31086,48,6,4,2,1
2518,30,20491,30,4,2,0,2
574,52,42523,125,7,2,0,1
5967,64,33402,70,9,4,2,1
1183,67,36408,22,4,4,2,2
6856,37,21645,65,9,3,1,1
4530,68,78427,1930,23,1,0,0
1553,70,82657,2283,23,2,0,3
4682,58,51876,310,13,2,0,1
8204,45,78041,1319,18,2,0,3
5221,59,52852,879,26,3,1,3
1232,34,70038,1244,17,2,0,3
1927,43,69401,690,17,3,1,0
5788,44,46053,209,12,3,1,2
6652,51,77343,1134,17,2,0,0
6246,63,73892,1507,23,1,0,0
5975,49,40304,57,6,2,1,1
6875,51,32727,529,17,2,0,0
4042,45,43300,180,11,2,1,1
2157,44,26290,77,10,4,2,2
10133,46,93790,2349,25,1,0,0
2525,42,38410,534,18,2,0,3
8233,66,64866,556,21,2,1,0
9483,57,57957,637,25,3,1,0
10403,38,16531,44,9,3,1,2
5074,30,28072,47,5,3,1,2
10524,53,49476,795,22,2,1,0
4690,63,50725,586,21,3,1,0
7196,66,41145,13,4,4,2,2
4406,46,67419,1471,25,3,1,0
9672,46,23162,65,8,4,2,1
4864,39,34380,175,12,3,1,1
4706,50,34704,40,5,2,1,1
4070,47,94871,1078,18,4,2,3
25,58,65148,1115,21,3,1,0
3697,62,39898,134,9,3,1,2
4220,46,59892,87,7,3,1,2
5286,29,41020,217,10,1,0,1
9559,55,57072,1034,27,3,1,3
3102,35,19414,32,5,3,1,2
5868,36,19107,46,6,3,1,2
8370,40,75484,1159,18,3,1,3
9988,40,70379,860,25,2,1,3
2939,46,79419,1631,15,2,0,3
5529,70,64014,444,22,5,3,3
9743,61,76998,1910,29,3,1,3
5763,44,49854,380,18,3,1,1
3478,45,60585,736,30,4,2,0
7494,66,42873,269,15,3,2,2
1763,28,87679,2524,29,2,0,3
7250,38,57867,612,25,3,1,0
2005,26,35765,75,8,3,1,1
10770,57,65492,1045,26,2,0,3
6885,39,32952,55,6,2,1,2
2072,47,53374,1064,21,3,1,0
9463,57,71706,1443,25,3,1,0
6318,28,68487,1366,30,2,0,0
4093,41,53253,436,19,4,2,3
3340,39,42014,436,20,3,1,3
3594,43,54108,747,32,4,2,3
3584,61,49667,1396,22,1,0,0
3643,42,63206,928,14,2,0,3
851,44,57136,642,26,4,2,0
7706,41,46772,1048,30,3,1,3
3967,45,78931,943,24,2,0,0
10128,58,53977,907,27,3,1,0
9451,51,73538,1658,26,3,1,3
9264,30,79529,1638,22,2,0,0
3865,39,20981,73,7,2,0,2
2853,36,51766,275,12,2,1,1
1490,54,55759,854,26,3,1,3
10380,44,37787,106,7,3,1,1
3887,46,27242,106,7,2,1,2
4278,33,87188,1923,19,1,0,3
8643,45,69930,1662,22,2,0,0
1998,40,37697,84,7,2,1,1
11110,43,3502,5,0,2,1,1
2408,40,58597,733,32,4,2,0
202,68,82032,1234,17,1,0,3
7998,58,28087,112,9,4,2,1
830,29,74004,1658,15,1,0,0
3536,56,19740,55,7,3,1,1
6050,41,57036,1513,26,3,1,0
125,58,53083,271,17,4,2,1
3463,41,69283,904,27,3,1,0
3745,28,23331,103,8,3,1,1
9771,28,23331,269,17,2,1,1
451,27,9255,22,5,2,1,1
10530,57,67786,1156,16,1,0,0
1079,45,71969,1086,19,3,1,3
8920,49,59235,1128,28,2,1,0
6678,27,31928,72,9,3,1,2
3852,55,74881,964,27,4,2,0
528,38,65819,1383,20,2,0,3
73,63,51411,18,4,4,3,1
5589,52,51983,793,24,2,1,3
6365,29,30390,80,6,2,0,2
5636,53,30983,167,8,1,0,1
591,59,66033,677,20,2,1,3
2217,41,37284,23,4,4,2,2
2544,65,57530,92,7,2,1,1
7725,51,76800,641,16,2,0,0
8091,60,63943,1106,17,3,1,3
7791,49,37054,25,6,4,2,1
955,54,47175,240,17,4,2,1
4037,40,31859,20,4,2,1,1
6642,55,27215,102,11,4,3,1
2793,40,70179,1034,26,2,1,0
9530,28,24645,17,4,3,1,2
4828,62,79865,792,21,2,1,0
10699,31,44322,92,8,3,1,2
1497,64,47958,407,16,2,1,2
7476,52,63972,1269,23,2,1,3
4390,62,75315,841,23,3,1,0
10478,66,55517,633,23,4,2,3
1081,59,75283,1019,25,5,3,0
8135,30,27161,52,5,3,1,2
4967,56,38201,268,15,3,1,2
2130,34,45203,147,8,4,2,2
9298,69,81574,1798,18,2,0,3
6257,40,60482,507,17,2,1,1
3790,60,34633,15,4,5,3,2
9952,69,78093,1105,17,2,0,3
3503,66,82460,974,15,1,0,3
5223,50,45903,66,8,3,1,1
4764,64,40442,169,12,4,2,1
2471,51,61482,299,12,2,0,2
5892,36,34968,221,17,3,1,2
2612,29,75794,1682,25,2,0,0
5185,61,74268,892,13,2,0,3
10069,28,13724,58,5,3,1,2
1131,49,52569,95,7,2,1,1
1041,43,48432,424,19,2,1,0
3409,32,36108,339,15,2,1,1
7022,45,76445,1410,21,3,1,0
7943,41,36663,35,6,3,1,2
5272,51,53843,562,20,3,1,3
5453,60,90226,2352,24,2,0,0
2565,61,70638,1334,20,1,0,3
800,56,44512,32,6,4,2,1
11092,55,27116,41,7,4,2,1
5062,53,54072,39,5,4,2,1
8969,39,71855,1141,25,3,1,3
4656,26,51250,710,24,2,1,0
4480,43,60432,401,19,3,1,3
1773,38,12393,57,6,2,0,2
9242,26,64509,1722,19,1,0,0
1764,41,33955,270,15,2,1,1
10099,32,55434,882,24,3,1,0
5423,33,28359,16,4,3,1,2
940,29,57100,311,14,2,1,2
3298,60,52973,1152,31,3,1,3
8286,51,51717,122,8,3,1,1
9668,45,18793,77,9,3,1,2
6097,57,50664,561,24,3,2,3
7019,53,54414,211,13,4,2,2
7408,64,54549,233,12,3,1,2
8041,45,47111,1092,21,2,1,0
252,53,41003,601,17,1,0,0
9986,34,19444,54,10,3,1,2
3276,40,36301,78,7,3,1,1
3570,47,42731,244,13,3,1,1
3783,57,52854,116,9,4,2,2
10207,38,22775,15,4,3,1,2
3427,61,59821,734,26,3,1,0
5209,62,50002,638,19,2,1,0
10711,71,69755,894,22,2,0,0
10785,47,44078,41,7,4,2,2
2814,40,30560,31,5,3,1,2
6866,47,35924,34,5,4,2,1
1665,52,64140,1750,18,3,2,3
6575,35,56386,612,25,4,2,3
3091,35,75774,823,21,3,1,0
10141,56,39228,20,4,1,0,2
5177,42,58494,396,16,3,1,1
7005,35,58684,813,21,1,0,3
6409,49,57136,1179,20,1,0,0
7485,66,56551,138,10,3,2,2
