ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Last_Purchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Childrens,Total_Spent,Total_Purchases,Family_Size,Age,Customer_For_Months
5987,1989,2n Cycle,Couple,10404,04/05/2014,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1,43,7,3,27,139
3767,1968,Graduation,Couple,61314,25/04/2013,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,1,1008,24,3,48,152
3725,1961,PhD,Single,84865,09/05/2013,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,0,1688,16,1,55,151
4324,1989,Graduation,Couple,42387,29/10/2012,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,1,684,21,3,27,158
238,1967,2n Cycle,Couple,67309,23/01/2013,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,2,1082,39,4,49,155
6694,1964,Graduation,Couple,75236,25/11/2013,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,1,1068,25,3,52,145
498,1970,Graduation,Single,30015,02/02/2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1,57,7,2,46,142
9347,1956,Master,Couple,50943,21/06/2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,46,5,3,60,150
9699,1966,Graduation,Single,67272,21/12/2013,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,1,733,23,2,50,144
10664,1949,Master,Single,51529,07/09/2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,1,467,17,2,67,147
5455,1971,PhD,Couple,32011,22/08/2013,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,1,122,10,3,45,148
456,1986,2n Cycle,Couple,7500,07/02/2013,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,36,7,3,30,154
5012,1989,Graduation,Couple,28691,04/07/2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,34,5,3,27,149
7495,1948,PhD,Couple,56223,20/12/2013,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,1,156,10,3,68,144
5029,1946,Graduation,Couple,18100,06/08/2013,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,0,14,4,2,70,148
2106,1974,2n Cycle,Couple,20130,17/03/2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,34,5,2,42,141
10364,1959,Graduation,Single,23295,13/07/2013,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,20,4,1,57,149
5954,1972,Master,Single,42618,09/10/2013,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,1,192,11,2,44,146
1137,1964,Graduation,Single,81246,29/12/2013,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,0,1379,17,1,52,143
2541,1976,Graduation,Couple,24027,09/06/2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,48,7,3,40,150
1142,1953,PhD,Couple,55707,22/12/2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,1,428,16,3,63,144
2276,1955,Graduation,Single,57959,02/05/2013,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,1,868,27,2,61,151
2807,1969,Graduation,Couple,56796,16/02/2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,1,1001,27,3,47,154
6471,1971,Master,Single,36230,17/10/2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,59,7,2,45,146
6131,1980,2n Cycle,Couple,70829,01/12/2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,2,431,16,4,36,144
6233,1976,Graduation,Couple,65991,07/09/2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,1,971,27,3,40,159
4148,1972,Graduation,Couple,38988,20/08/2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,3,348,19,5,44,160
4947,1966,2n Cycle,Single,89572,15/09/2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,0,2059,24,1,50,159
3225,1984,Master,Couple,42207,01/04/2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,1,265,14,3,32,152
7540,1952,Graduation,Couple,50300,25/05/2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,1,270,13,3,64,138
10648,1982,2n Cycle,Couple,66664,25/09/2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,0,1289,19,2,34,159
1992,1964,Graduation,Couple,60597,01/01/2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,1,893,16,3,52,143
7851,1949,Graduation,Single,70165,22/09/2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0,926,22,1,67,147
8594,1958,PhD,Single,50520,28/01/2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,1,135,9,2,58,142
2815,1975,Graduation,Couple,33183,24/02/2014,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,1,120,9,3,41,141
2416,1969,PhD,Single,66582,03/03/2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,0,1288,20,1,47,141
7999,1955,PhD,Couple,75261,23/04/2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,0,1743,17,2,61,152
9213,1970,Graduation,Single,31880,31/10/2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,15,4,2,46,158
9697,1951,Graduation,Couple,53790,06/03/2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,2,542,20,4,65,141
3916,1971,PhD,Couple,49269,15/08/2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,1,890,25,3,45,160
2021,1975,Graduation,Couple,61456,27/03/2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,1,1388,33,3,41,153
1581,1980,Graduation,Couple,37406,10/10/2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,1,17,4,3,36,146
564,1981,PhD,Couple,56937,04/08/2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,1,906,30,3,35,160
6619,1978,Graduation,Couple,38415,02/01/2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,44,6,4,38,155
9081,1988,Graduation,Single,20518,18/05/2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,1,25,5,2,28,139
178,1956,Graduation,Couple,62503,18/02/2013,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,1,973,26,3,60,154
916,1972,PhD,Single,41644,09/05/2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,2,31,6,3,44,139
5512,1977,Master,Couple,55842,23/05/2014,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,1,518,17,3,39,139
8970,1972,PhD,Couple,62010,23/10/2012,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,1,530,19,3,44,158
10581,1977,Graduation,Couple,41124,31/10/2012,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,1,506,21,3,39,158
5300,1973,Master,Couple,38961,30/12/2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,1,70,6,3,43,143
5154,1972,Master,Single,37760,11/08/2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1,54,6,2,44,148
8346,1974,Graduation,Single,32233,19/08/2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,1,296,12,2,42,160
1676,1975,Graduation,Couple,43057,30/10/2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,1,266,15,3,41,145
9286,1960,Master,Couple,83151,10/10/2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,0,747,19,2,56,158
2426,1964,PhD,Single,78825,14/09/2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,0,895,29,1,52,159
5562,1974,Graduation,Couple,60093,26/06/2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,1,735,21,3,42,150
3436,1969,Graduation,Couple,14045,26/01/2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,20,5,3,47,142
3921,1952,2n Cycle,Single,28457,28/10/2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,0,205,10,1,64,158
3403,1958,PhD,Couple,78952,24/09/2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,1,2092,21,3,58,159
22,1976,Graduation,Single,46310,03/12/2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,1,309,14,2,40,156
10965,1955,Graduation,Couple,76005,22/02/2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,0,1722,22,2,61,154
9426,1964,Master,Single,58308,12/01/2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,1,900,15,2,52,155
6605,1944,PhD,Single,55614,27/11/2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,0,682,20,1,72,144
3136,1962,Master,Single,59432,13/04/2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,1,663,22,2,54,152
8737,1978,Graduation,Single,55563,05/04/2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,1,43,6,2,38,140
11088,1971,PhD,Couple,78642,21/04/2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,1,1816,18,3,45,152
716,1949,PhD,Couple,67911,22/05/2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,1,976,27,3,67,139
466,1944,Graduation,Couple,65275,03/04/2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,0,746,21,2,72,152
9135,1950,Graduation,Couple,27203,06/08/2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2,64,6,4,66,160
10623,1961,Master,Couple,48330,15/11/2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,32,5,3,55,145
8151,1990,Highschool,Couple,24279,29/12/2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,0,263,9,2,26,156
5140,1985,PhD,Couple,64355,24/08/2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,1,1445,21,3,31,160
4945,1953,Graduation,Single,53653,07/11/2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,0,1210,28,1,63,157
10584,1976,Graduation,Couple,65665,02/12/2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,1,945,24,3,40,144
6071,1989,Graduation,Single,81217,19/07/2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0,1157,22,1,27,149
3386,1992,Graduation,Couple,34935,21/06/2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,0,137,8,2,24,150
8939,1959,Graduation,Single,61250,16/12/2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,1,730,25,2,57,156
9925,1981,PhD,Couple,39665,25/05/2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,1,216,12,3,35,151
4320,1979,Graduation,Single,60152,28/03/2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,1,943,23,2,37,153
5389,1964,Graduation,Couple,48920,20/10/2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,2,347,16,4,52,146
6036,1959,Master,Couple,89120,17/03/2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,0,1924,19,2,57,141
182,1946,PhD,Couple,44124,11/05/2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,1,397,17,3,70,151
203,1975,Master,Single,81169,14/04/2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,0,2089,22,1,41,152
11025,1961,Graduation,Couple,36443,03/02/2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,2,138,11,4,55,154
10203,1990,Graduation,Single,26095,30/06/2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,42,5,2,26,149
4607,1959,Graduation,Couple,71367,23/08/2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,0,777,17,2,57,148
3711,1944,Master,Couple,80184,01/03/2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,0,1902,20,2,72,141
3696,1965,Graduation,Single,30630,27/01/2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,52,7,3,51,142
2532,1987,Master,Single,73454,01/03/2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,0,1651,13,1,29,141
9214,1991,Graduation,Couple,42691,16/08/2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,0,358,13,2,25,148
4943,1953,Graduation,Couple,70503,30/09/2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,0,1727,16,2,63,159
35,1987,Graduation,Couple,25545,08/09/2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,1,210,10,3,29,159
2258,1986,Graduation,Couple,32880,04/12/2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,42,5,3,30,156
4322,1958,PhD,Couple,77863,27/11/2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,0,1291,20,2,58,144
713,1977,Master,Couple,50353,08/06/2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,0,442,15,2,39,138
4702,1964,Graduation,Single,61839,12/08/2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,0,1895,17,1,52,160
3281,1960,PhD,Couple,49154,03/11/2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,2,411,19,4,56,145
702,1975,2n Cycle,Single,47682,15/02/2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,1,521,19,2,41,154
2004,1969,Graduation,Single,72679,18/09/2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,1,1168,17,2,47,147
4769,1977,Master,Couple,57954,18/06/2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,2,493,23,4,39,138
4437,1962,Graduation,Couple,65316,24/04/2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,2,260,12,4,54,152
8724,1982,Graduation,Single,28567,17/06/2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,46,7,2,34,150
10741,1951,Master,Couple,47352,11/04/2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,1,319,16,3,65,152
1991,1967,Graduation,Couple,44931,18/01/2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,1,96,7,3,49,143
6931,1967,Graduation,Single,76982,15/02/2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,0,1062,16,1,49,142
11096,1952,2n Cycle,Couple,57247,08/08/2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,1,232,12,3,64,148
304,1981,Master,Single,22944,23/12/2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,1,76,9,2,35,144
3665,1977,2n Cycle,Couple,25315,07/11/2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1,54,9,3,39,145
10591,1969,Graduation,Single,43638,06/08/2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,1,201,11,2,47,160
5036,1984,PhD,Single,42710,28/11/2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,1,406,14,2,32,157
5547,1982,PhD,Couple,84169,07/08/2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,0,1919,20,2,34,148
7822,1976,Graduation,Couple,54058,04/06/2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,1,662,20,3,40,150
8541,1990,2n Cycle,Couple,24683,08/03/2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1,41,8,3,26,141
10955,1964,Graduation,Single,85620,07/01/2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,0,1600,14,1,52,143
4368,1980,Graduation,Couple,47850,03/12/2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,1,134,8,3,36,144
9671,1968,Graduation,Couple,19514,26/01/2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,2,69,10,4,48,142
2256,1973,Master,Couple,27159,29/03/2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2,21,6,4,43,140
4279,1963,2n Cycle,Single,39548,31/03/2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,2,54,7,3,53,140
5371,1989,Graduation,Single,21474,08/04/2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,1,91,8,2,27,140
9240,1971,PhD,Single,60504,07/02/2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,1,526,18,2,45,142
9460,1963,Graduation,Couple,22419,18/04/2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,0,162,8,2,53,152
9504,1949,Master,Couple,81698,06/11/2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,0,1008,25,2,67,145
8692,1952,Graduation,Couple,43462,12/09/2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,2,240,16,4,64,159
448,1978,PhD,Single,54880,01/03/2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,1,795,21,2,38,153
8314,1982,Graduation,Couple,79908,05/04/2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,0,1772,19,2,34,152
8420,1970,2n Cycle,Couple,15315,03/08/2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0,64,8,2,46,148
3174,1959,Graduation,Couple,87771,22/05/2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1,1957,20,3,57,151
7685,1978,Graduation,Couple,33039,09/09/2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,78,7,3,38,147
3179,1980,Graduation,Single,81741,16/06/2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,0,1572,19,1,36,150
9780,1971,Master,Couple,71499,25/06/2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,1,795,26,3,45,150
10681,1970,2n Cycle,Couple,62466,15/01/2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1,889,26,3,46,143
10232,1963,PhD,Single,48799,05/11/2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,1,331,15,2,53,145
4184,1950,PhD,Couple,52157,07/06/2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,1,265,12,3,66,138
9120,1962,Graduation,Single,66565,05/12/2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,1,1065,19,2,54,156
891,1951,Master,Couple,29298,07/09/2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,2,11,4,4,65,147
10381,1979,Graduation,Single,47691,05/07/2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1,21,4,2,37,149
3525,1970,Graduation,Couple,38200,07/12/2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,17,4,4,46,156
6818,1974,Graduation,Couple,44989,12/09/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,1,369,16,3,42,159
3526,1968,PhD,Couple,38443,27/01/2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,38,6,4,48,142
8181,1978,2n Cycle,Single,38593,13/09/2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,1,177,11,2,38,147
1029,1970,PhD,Couple,64413,01/08/2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,1,279,12,3,46,148
7369,1981,Master,Couple,36959,02/10/2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,62,7,3,35,146
2574,1977,PhD,Couple,61996,31/01/2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,1,1230,21,3,39,154
8159,1968,Graduation,Couple,51287,01/04/2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,2,182,11,4,48,140
1160,1970,Graduation,Couple,13260,23/08/2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,2,49,10,4,46,148
10242,1966,PhD,Couple,47472,16/09/2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,2,75,8,4,50,147
5253,1956,Master,Couple,54603,09/07/2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,2,227,16,4,60,149
5966,1974,PhD,Couple,45207,10/11/2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,2,215,15,4,42,157
5081,1967,2n Cycle,Couple,47821,20/10/2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2,47,5,4,49,146
5123,1951,Master,Couple,27450,15/04/2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,0,143,7,2,65,152
5756,1983,Graduation,Couple,39453,03/04/2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,55,7,3,33,140
8036,1971,2n Cycle,Couple,26850,18/04/2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,2,63,11,4,45,140
9058,1955,Graduation,Single,79800,23/09/2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,0,1867,22,1,61,159
5057,1961,Master,Couple,61794,14/09/2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,1,611,20,3,55,147
254,1955,Graduation,Couple,53863,17/05/2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,1,473,18,3,61,139
4179,1959,Graduation,Couple,24221,20/08/2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,0,55,6,2,57,148
3710,1984,PhD,Single,39684,12/10/2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,1,81,7,2,32,158
7627,1975,Master,Couple,92163,12/12/2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,0,2086,21,2,41,156
4501,1965,Master,Single,69882,10/11/2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,0,1478,20,1,51,145
6424,1977,Graduation,Couple,33178,30/01/2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,1,49,5,3,39,142
3075,1972,PhD,Couple,59973,11/09/2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,0,382,15,2,44,147
4992,1975,Master,Couple,17459,19/09/2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,1,69,9,3,41,147
5252,1969,Graduation,Single,23910,26/10/2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,1,67,6,2,47,158
7444,1969,Master,Couple,42169,19/10/2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,2,30,6,4,47,146
6919,1978,2n Cycle,Couple,26224,04/06/2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,1,63,9,3,38,150
3537,1981,Graduation,Couple,31089,17/08/2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,1,79,10,3,35,160
10277,1961,Graduation,Single,30081,21/02/2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,42,5,2,55,154
2453,1960,Graduation,Couple,62807,31/08/2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,1,819,23,3,56,160
7972,1955,Graduation,Single,72906,17/09/2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0,1151,17,1,61,147
895,1948,PhD,Couple,61467,09/12/2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,2,594,20,4,68,156
1177,1966,Master,Couple,49618,26/01/2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,2,129,11,4,50,155
7141,1986,Master,Single,21888,29/12/2012,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,1,213,12,2,30,156
8477,1956,Graduation,Single,26150,11/03/2013,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,3,28,5,4,60,153
2457,1975,Highschool,Couple,30801,26/10/2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1,45,6,3,41,158
